Name,Location,Duration,Destination,Class,Price ($),Distance (km),Aircraft Type
Go First,Mumbai,9:20,Sydney,Business,1158.8,11588,Airbus A319
Easy Jet,Singapore,4:30,Ho Chi Minh City,Economy,555.75,11115,Airbus A321
American Airlines,Barcelona,7:10,Miami,Business,303.1,3031,ATR 72
Etihad Airways,Johannesburg,10:40,Nairobi,Business,1215.7,12157,Airbus A350
Alaska Airlines,Stockholm,11:00,Hanoi,Economy,697.9,13958,Airbus A380
LATAM Airlines,Shanghai,1:40,Manchester,Economy,498.95,9979,ATR 72
Japan Airlines,Tokyo,7:20,Mumbai,First,970.0,4850,Boeing 787
Air International,Amsterdam,6:30,Lyon,Economy,675.45,13509,Boeing 767
Space Jet,Brisbane,12:50,Budapest,Business,1411.8,14118,Boeing 747
Air Canada,Dublin,8:40,Moscow,First,1944.8,9724,Airbus A320
Airlines,Ottawa,7:20,Berlin,Business,1366.7,13667,Airbus A220
Thai Airways,Jakarta,4:40,Cairo,Economy,308.8,6176,Airbus A321
Asian Airlines,Stockholm,5:50,Hong Kong,Business,1299.1,12991,Airbus A380
Star Lines,Lisbon,12:50,Munich,Business,421.0,4210,Airbus A320
Gulf Air,Doha,4:00,Cape Town,First,1660.4,8302,Boeing 787
Emirates,Brisbane,7:00,Prague,Economy,676.25,13525,Boeing 767
United Airlines,Zurich,4:30,St. Petersburg,First,2433.0,12165,Boeing 767
Cathay Pacific,Nairobi,7:10,Istanbul,Business,258.7,2587,Bombardier CRJ
Singapore Airlines,Abu Dhabi,1:50,Ho Chi Minh City,Economy,136.2,2724,McDonnell Douglas MD-80
Southwest Airlines,Hanoi,6:10,Mexico City,First,2211.0,11055,Airbus A330neo
Asian Airlines,Mexico City,10:50,Jakarta,Economy,348.4,6968,Airbus A330
Turkish Airlines,Dubai,11:50,Dublin,Economy,146.0,2920,McDonnell Douglas MD-11
Thai Airways,Madrid,12:30,Stockholm,Economy,579.05,11581,Airbus A330neo
Singapore Airlines,Brisbane,6:00,Warsaw,Business,377.2,3772,Airbus A220
Virgin Atlantic,Buenos Aires,9:50,Kuala Lumpur,Business,1490.1,14901,Airbus A319
Thai Airways,Buenos Aires,3:20,Zurich,Economy,131.25,2625,Boeing 777X
Star Lines,Athens,4:10,Sao Paulo,Business,1128.6,11286,McDonnell Douglas MD-11
Turkish Airlines,Hanoi,6:30,Singapore,Economy,423.25,8465,Airbus A330
Iberia Airlines,Copenhagen,9:30,Berlin,Business,1284.3,12843,ATR 72
Lufthansa,Sao Paulo,8:10,Abu Dhabi,Business,284.6,2846,Boeing 747
Southwest Airlines,Shanghai,2:50,Dubai,Economy,297.75,5955,Boeing 777X
Space Jet,Manila,5:00,Munich,Economy,519.25,10385,McDonnell Douglas MD-80
Air International,Texas,8:10,Dhaka,First,1591.0,7955,Boeing 737
Vistara,Buenos Aires,9:10,Istanbul,Business,1088.0,10880,Boeing 767
Aeroflot,Doha,3:00,Helsinki,Economy,439.7,8794,Bombardier CRJ
Indigoo,Amsterdam,10:50,Stockholm,First,2881.8,14409,Boeing 787-10
Air France,Brisbane,1:20,Dhaka,Economy,115.4,2308,Airbus A320
Thai Airways,Zurich,6:10,Los Angeles,Business,445.5,4455,Embraer E190
SAS Scandinavian Airlines,Melbourne,1:50,Zurich,Business,566.8,5668,Airbus A319
Etihad Airways,Seoul,3:10,Paris,First,772.0,3860,McDonnell Douglas MD-11
Aeroflot,Bangkok,12:30,Paris,Economy,381.15,7623,McDonnell Douglas MD-11
Singapore Airlines,Moscow,7:40,Amsterdam,Business,1362.2,13622,McDonnell Douglas MD-11
X-Express,Athens,6:00,Chicago,Economy,740.65,14813,ATR 72
Alaska Airlines,Mumbai,11:40,Rome,Economy,734.7,14694,De Havilland Dash 8
Lufthansa,Nairobi,5:40,Ho Chi Minh City,Business,113.2,1132,Boeing 757
Vistara,Delhi,3:10,Rome,Economy,718.35,14367,De Havilland Dash 8
Etihad Airways,Hanoi,2:30,Berlin,Economy,673.15,13463,De Havilland Dash 8
Air Asia,Jakarta,5:50,New York,Business,1492.7,14927,De Havilland Dash 8
Vistara,Barcelona,11:20,Athens,First,635.8,3179,Boeing 757
Alaska Airlines,Abu Dhabi,12:40,Istanbul,Economy,157.8,3156,Airbus A321
Air Canada,Doha,12:00,Bangkok,Economy,627.8,12556,Boeing 777
Swiss International Air Lines,Delhi,11:00,Tokyo,Economy,427.8,8556,ATR 72
Star Lines,Paris,6:00,Dhaka,Business,247.7,2477,Airbus A319
French Bee,Zurich,9:30,Rome,First,743.2,3716,De Havilland Dash 8
French Bee,Rome,12:30,Moscow,Business,325.3,3253,Airbus A330neo
X-Express,Cairo,4:50,Istanbul,First,1780.4,8902,De Havilland Dash 8
British Airways,Kuala Lumpur,8:00,Dhaka,First,2455.4,12277,Boeing 787-10
Royal Jordanian,New York,5:10,Tokyo,Economy,29.65,593,Boeing 777X
Aeroflot,Lisbon,2:40,Dubai,Economy,724.05,14481,Boeing 787
Cathay Pacific,Dubai,12:40,Dubai,Business,950.1,9501,Airbus A380
Lufthansa,London,11:00,Helsinki,Business,1452.0,14520,Airbus A320
Vistara,Chicago,5:20,Miami,Economy,112.25,2245,McDonnell Douglas MD-80
Qantas,Copenhagen,12:50,Abu Dhabi,First,2073.2,10366,Airbus A220
SAS Scandinavian Airlines,Toronto,12:50,Rome,First,1778.2,8891,Boeing 767
Singapore Airlines,Madrid,8:20,Munich,Business,1136.5,11365,McDonnell Douglas MD-80
Emirates,Kuala Lumpur,9:30,Delhi,Business,1259.3,12593,Boeing 737
Aeroflot,Brazil,4:00,Milan,First,409.2,2046,Airbus A319
Cathay Pacific,Tokyo,1:20,St. Petersburg,Economy,615.2,12304,Bombardier CRJ
Airlines,Delhi,8:40,Kuala Lumpur,First,2346.2,11731,Boeing 787
Virgin Atlantic,Lisbon,10:50,Los Angeles,Economy,249.15,4983,Boeing 787
Korean Air,Seoul,8:20,Athens,First,1556.2,7781,Airbus A350
United Airlines,Zurich,6:40,Paris,First,2255.4,11277,Airbus A380
Iberia Airlines,Delhi,1:30,Berlin,First,475.8,2379,Bombardier CRJ
British Airways,Nairobi,10:10,New York,First,2168.4,10842,Boeing 737
French Bee,Paris,5:50,San Francisco,First,904.6,4523,Boeing 787
X-Express,Texas,4:40,Lyon,Economy,712.85,14257,Boeing 777X
Singapore Airlines,Berlin,11:30,Amsterdam,Economy,557.15,11143,Bombardier CRJ
Delta Airlines,Dubai,4:40,Johannesburg,First,367.2,1836,Airbus A320
Easy Jet,Vienna,4:40,Geneva,Business,584.8,5848,Boeing 737
Vistara,Doha,8:10,Madrid,Business,1386.4,13864,Embraer E190
Iberia Airlines,Moscow,6:00,Los Angeles,First,2223.2,11116,Boeing 787
Aeroflot,Rome,1:10,Rome,Business,331.1,3311,ATR 72
LATAM Airlines,Seoul,11:10,Dubai,First,623.8,3119,Embraer E190
Alaska Airlines,Chennai,7:50,St. Petersburg,Business,73.7,737,Boeing 757
Singapore Airlines,Seoul,2:10,Hanoi,Business,327.8,3278,McDonnell Douglas MD-11
Space Jet,Paris,10:20,Rio de Janeiro,Economy,444.3,8886,Embraer E190
Qatar Airways,Madrid,12:50,Amsterdam,Economy,266.25,5325,Boeing 767
Royal Jordanian,Melbourne,7:10,Sydney,First,1733.2,8666,Boeing 757
Air International,Copenhagen,12:00,Prague,Economy,41.8,836,Embraer E190
Lufthansa,Abu Dhabi,8:50,Toronto,Economy,529.75,10595,Airbus A330
Qatar Airways,Dubai,12:00,Budapest,Economy,603.75,12075,ATR 72
Air Asia,Los Angeles,2:10,Brussels,Business,555.0,5550,Boeing 757
Vistara,Brisbane,12:50,Moscow,Business,1310.0,13100,Airbus A319
SAS Scandinavian Airlines,Lisbon,6:20,Rome,Economy,39.4,788,Boeing 747
Air France,Vienna,5:30,Abu Dhabi,Economy,405.55,8111,Airbus A319
X-Express,Berlin,12:20,Los Angeles,Economy,219.7,4394,McDonnell Douglas MD-11
Vistara,Mumbai,12:00,Helsinki,Economy,244.5,4890,Embraer E190
Etihad Airways,Barcelona,7:30,Venice,Economy,164.5,3290,Airbus A330neo
Asian Airlines,Abu Dhabi,11:30,Amsterdam,Business,831.0,8310,Airbus A380
Qantas,Shanghai,2:30,Helsinki,First,873.0,4365,Boeing 787
American Airlines,Brisbane,6:20,Hanoi,Business,396.6,3966,Boeing 737 MAX
Aeroflot,Athens,10:00,Chicago,Economy,110.0,2200,Boeing 747
Airlines,Johannesburg,4:00,Bangkok,Economy,88.5,1770,Boeing 777X
Indigoo,Rome,5:00,Abu Dhabi,Economy,268.6,5372,McDonnell Douglas MD-80
Air India,Chicago,10:50,Abu Dhabi,Economy,332.5,6650,McDonnell Douglas MD-11
Space Jet,Chennai,9:20,Cairo,Business,1332.0,13320,Embraer E190
Turkish Airlines,Ho Chi Minh City,11:10,Milan,Business,741.1,7411,McDonnell Douglas MD-80
Space Jet,Moscow,5:40,Vienna,First,394.2,1971,Embraer E190
British Airways,Lisbon,11:20,Jakarta,First,188.8,944,Airbus A320
Southwest Airlines,Barcelona,8:10,Budapest,Business,967.9,9679,Boeing 777
Iberia Airlines,Johannesburg,3:50,Bangkok,Economy,441.05,8821,McDonnell Douglas MD-80
Cathay Pacific,Los Angeles,4:00,Vienna,Economy,635.2,12704,Airbus A330
X-Express,Mumbai,9:20,Cape Town,Economy,211.3,4226,Boeing 737
Virgin Atlantic,Oslo,9:40,Venice,Business,639.0,6390,Boeing 747
Indigoo,Texas,7:40,Nairobi,Economy,123.8,2476,Airbus A220
Virgin Atlantic,Melbourne,6:10,Manila,Business,96.9,969,Boeing 767
LATAM Airlines,Manchester,7:00,Abu Dhabi,Business,695.3,6953,Airbus A330neo
Aeroflot,Kolkata,10:50,Dubai,First,1600.8,8004,Boeing 737 MAX
Southwest Airlines,Moscow,8:30,Abu Dhabi,Economy,290.2,5804,Airbus A220
Iberia Airlines,Mumbai,1:30,Paris,First,2881.8,14409,Boeing 737 MAX
Indigoo,Jakarta,9:50,Dubai,First,1457.8,7289,Boeing 777
Indigoo,Berlin,4:00,Los Angeles,Business,883.3,8833,Airbus A320
British Airways,Melbourne,9:50,Oslo,First,2072.0,10360,Airbus A330neo
Swiss International Air Lines,Nairobi,4:20,Athens,First,2549.4,12747,Boeing 737
Air International,Singapore,3:50,Delhi,Business,1481.9,14819,Bombardier CRJ
Space Jet,Manila,6:10,Moscow,Economy,494.55,9891,Boeing 747
United Airlines,Hong Kong,8:40,Dubai,First,1112.0,5560,Boeing 737
Lufthansa,Sydney,8:40,Milan,Economy,493.65,9873,Boeing 747
Virgin Atlantic,Brazil,8:50,New York,Business,562.5,5625,Boeing 787
Royal Jordanian,Bangkok,11:40,Jakarta,Economy,38.05,761,Airbus A320
American Airlines,Delhi,1:20,Brussels,First,628.2,3141,McDonnell Douglas MD-11
Go First,Edinburgh,6:40,Abu Dhabi,Business,311.7,3117,Boeing 787
French Bee,Brisbane,6:30,Prague,Business,188.7,1887,Boeing 777
Star Lines,Hanoi,12:50,Buenos Aires,Business,211.2,2112,Boeing 787-10
Air International,Cairo,9:40,Los Angeles,First,1030.6,5153,Airbus A320
Star Lines,Istanbul,10:40,Dubai,Business,1428.4,14284,Airbus A330
Lufthansa,Bangkok,10:40,Budapest,Economy,628.65,12573,Airbus A330
Airlines,Ottawa,4:20,Rome,Business,1358.7,13587,Airbus A350
Air India,Manchester,12:00,Jakarta,Economy,227.15,4543,Boeing 737 MAX
Vistara,Melbourne,11:40,Moscow,First,1734.8,8674,ATR 72
Air France,Lisbon,1:40,New York,Business,1225.2,12252,Airbus A321
Malaysia Airlines,Sao Paulo,10:30,Moscow,First,840.6,4203,Boeing 777X
Air International,Dublin,1:10,Manila,Business,1387.3,13873,Boeing 787-10
Air Asia,Doha,12:20,Venice,Business,511.3,5113,Airbus A220
Air Canada,Nairobi,6:00,Vienna,First,2578.8,12894,Airbus A330neo
Swiss International Air Lines,Manchester,2:10,Dubai,First,1192.6,5963,Airbus A350
Go First,Copenhagen,11:00,Hanoi,First,2986.8,14934,Airbus A319
United Airlines,Moscow,1:00,Madrid,Economy,69.15,1383,McDonnell Douglas MD-11
Swiss International Air Lines,New York,3:50,Madrid,First,2872.2,14361,ATR 72
Malaysia Airlines,Los Angeles,12:40,San Francisco,Business,1365.9,13659,ATR 72
Malaysia Airlines,Manchester,7:10,Rome,First,2468.6,12343,Airbus A330
Swiss International Air Lines,Istanbul,5:10,Tokyo,Business,493.9,4939,Airbus A330
Lufthansa,Hanoi,9:40,Istanbul,Business,1204.2,12042,McDonnell Douglas MD-80
French Bee,Brazil,10:50,Madrid,Business,903.3,9033,McDonnell Douglas MD-80
Air Canada,Mumbai,11:30,Manila,First,1334.2,6671,McDonnell Douglas MD-80
Air Asia,Zurich,11:20,Barcelona,Economy,588.65,11773,Airbus A320
Turkish Airlines,Ho Chi Minh City,9:00,Vienna,First,414.4,2072,Boeing 747
Space Jet,Dublin,6:20,Rio de Janeiro,First,1512.8,7564,Airbus A319
Qantas,Manchester,5:30,Kuala Lumpur,First,1620.6,8103,Boeing 737 MAX
Indigoo,Ho Chi Minh City,10:10,Los Angeles,Economy,185.15,3703,Airbus A380
Iberia Airlines,Mumbai,12:10,Prague,First,2963.4,14817,McDonnell Douglas MD-11
Qatar Airways,Zurich,7:50,St. Petersburg,Business,1353.4,13534,Airbus A319
Virgin Atlantic,Los Angeles,9:10,Singapore,Business,382.1,3821,Airbus A319
SAS Scandinavian Airlines,Jakarta,2:20,Venice,Economy,297.05,5941,Airbus A220
Thai Airways,Sydney,5:10,Oslo,First,1101.6,5508,Boeing 737
Aeroflot,Kuala Lumpur,8:10,Budapest,Business,295.3,2953,Airbus A330
Turkish Airlines,Berlin,2:00,Buenos Aires,Business,303.0,3030,McDonnell Douglas MD-11
Gulf Air,Cairo,4:20,Beijing,First,1055.8,5279,Airbus A330
Delta Airlines,Dubai,4:40,Istanbul,Economy,617.15,12343,Airbus A330neo
Emirates,Amsterdam,12:10,Prague,First,2207.0,11035,Airbus A321
Delta Airlines,Cairo,5:50,Toronto,Economy,714.2,14284,Boeing 757
Air India,Stockholm,10:20,Warsaw,Business,494.6,4946,Boeing 747
Swiss International Air Lines,Delhi,7:30,Chicago,First,2814.2,14071,Airbus A220
Iberia Airlines,Jakarta,3:30,Buenos Aires,First,1629.6,8148,Boeing 737
Cathay Pacific,Ho Chi Minh City,1:30,Vienna,Business,76.6,766,Boeing 737 MAX
Air Asia,Rome,1:50,Doha,Business,859.9,8599,Embraer E190
Thai Airways,Barcelona,10:30,Athens,Business,1144.8,11448,Boeing 757
Air France,Dubai,2:40,Moscow,Business,1212.1,12121,Boeing 777
Cathay Pacific,Doha,10:00,Prague,Business,1343.4,13434,ATR 72
Royal Jordanian,Berlin,2:40,Paris,Business,541.6,5416,Airbus A350
Korean Air,Buenos Aires,4:00,Mumbai,Economy,126.1,2522,McDonnell Douglas MD-80
Korean Air,Kolkata,4:50,Lyon,Economy,514.05,10281,McDonnell Douglas MD-80
British Airways,Oslo,4:00,Amsterdam,Business,1049.6,10496,Airbus A319
Star Lines,Kuala Lumpur,5:50,Nairobi,First,1563.4,7817,Boeing 747
Iberia Airlines,Athens,6:00,Warsaw,Business,428.2,4282,Boeing 787-10
Etihad Airways,Dublin,3:40,Cape Town,Business,77.0,770,Boeing 787
Air India,Lisbon,8:20,Miami,Business,161.9,1619,Boeing 737
Airlines,Athens,2:30,Chicago,Business,316.3,3163,Boeing 747
Air France,Oslo,12:30,Dubai,First,392.8,1964,Embraer E190
British Airways,Texas,1:20,Oslo,First,167.6,838,Boeing 777X
Etihad Airways,Manila,6:30,Reykjavik,Business,943.4,9434,Airbus A319
Air France,Delhi,12:00,Hanoi,First,940.4,4702,Airbus A220
Lufthansa,Zurich,2:00,Jakarta,Economy,673.95,13479,Airbus A330
Southwest Airlines,Madrid,1:10,Prague,First,1191.8,5959,Airbus A380
X-Express,Jakarta,10:40,Beijing,First,438.0,2190,Airbus A350
Southwest Airlines,London,4:30,Berlin,Business,1083.5,10835,Boeing 787-10
French Bee,Toronto,10:30,Oslo,Economy,214.65,4293,McDonnell Douglas MD-80
Go First,Tokyo,6:40,Rio de Janeiro,Business,585.2,5852,Boeing 777X
Air India,Mexico City,9:20,Venice,First,349.0,1745,Boeing 787
Royal Jordanian,Doha,2:00,San Francisco,Economy,736.65,14733,Boeing 787-10
Qantas,Ottawa,1:30,Amsterdam,Business,243.5,2435,De Havilland Dash 8
LATAM Airlines,Abu Dhabi,4:00,New York,Economy,513.1,10262,Boeing 787-10
Malaysia Airlines,Beijing,4:30,Cape Town,Business,931.7,9317,Airbus A380
Etihad Airways,Singapore,11:20,Delhi,Economy,690.8,13816,Boeing 787-10
Iberia Airlines,London,5:20,Milan,Business,96.1,961,Boeing 777X
SAS Scandinavian Airlines,Bangkok,4:40,Chicago,First,1955.0,9775,Airbus A350
British Airways,Bangkok,3:50,Nairobi,Business,1049.7,10497,Boeing 787
Malaysia Airlines,Brazil,8:20,Budapest,Economy,151.4,3028,McDonnell Douglas MD-11
Iberia Airlines,Istanbul,8:20,Rome,Economy,598.3,11966,Boeing 767
Air France,Sydney,11:30,Mexico City,First,1427.6,7138,McDonnell Douglas MD-80
Thai Airways,Manila,6:10,Paris,First,2344.0,11720,Boeing 777X
Turkish Airlines,Ho Chi Minh City,1:50,Sydney,First,227.0,1135,Boeing 787
Lufthansa,Melbourne,2:40,Amsterdam,Economy,371.35,7427,Boeing 777
Indigoo,Ottawa,1:40,Tokyo,Economy,389.8,7796,Boeing 777
Royal Jordanian,Oslo,12:00,Vienna,First,789.0,3945,Airbus A320
Emirates,Buenos Aires,5:50,Berlin,Business,1399.4,13994,Boeing 777
Airlines,Delhi,8:30,Brussels,Economy,716.65,14333,Airbus A321
Space Jet,Johannesburg,1:10,Milan,First,124.8,624,ATR 72
Cathay Pacific,Ottawa,6:50,Delhi,First,449.4,2247,Boeing 737
Air Asia,Mumbai,12:10,Israel,First,1803.2,9016,Boeing 757
French Bee,Amsterdam,5:20,Cape Town,Economy,272.45,5449,Boeing 777
Qatar Airways,Manchester,10:10,Nairobi,Economy,681.25,13625,McDonnell Douglas MD-80
Aeroflot,Texas,12:30,Abu Dhabi,Business,593.4,5934,Boeing 777
Swiss International Air Lines,Istanbul,8:20,Venice,Business,1209.8,12098,Airbus A330
Star Lines,Hong Kong,7:50,Cape Town,Business,341.5,3415,Airbus A380
Cathay Pacific,Johannesburg,12:20,Buenos Aires,Economy,67.85,1357,Airbus A330
Southwest Airlines,Hong Kong,4:00,Barcelona,First,2450.2,12251,Airbus A330neo
Etihad Airways,Moscow,3:20,Reykjavik,Economy,79.25,1585,Boeing 747
LATAM Airlines,Athens,8:40,Athens,First,738.8,3694,ATR 72
Air India,Paris,7:10,Lyon,Business,206.3,2063,Airbus A319
Airlines,Jakarta,3:50,Manchester,Economy,566.0,11320,Boeing 737 MAX
Malaysia Airlines,Manila,4:10,Prague,Business,481.8,4818,Airbus A321
Qatar Airways,Delhi,8:10,Miami,Economy,283.15,5663,Airbus A320
Alaska Airlines,Delhi,4:00,Barcelona,Business,665.0,6650,De Havilland Dash 8
Space Jet,Oslo,12:20,Jakarta,Economy,248.85,4977,Airbus A350
Easy Jet,Delhi,4:20,Amsterdam,Economy,236.4,4728,Embraer E190
Thai Airways,Copenhagen,9:20,Singapore,First,2819.2,14096,Boeing 787
Air Asia,Mexico City,10:20,Sao Paulo,Economy,523.0,10460,Boeing 787
Emirates,Sydney,6:30,Geneva,Economy,281.1,5622,Airbus A220
Air International,Chennai,12:40,Rio de Janeiro,Economy,541.2,10824,Boeing 787-10
Airlines,Texas,5:20,Manila,Economy,459.4,9188,Boeing 767
British Airways,Los Angeles,12:50,St. Petersburg,Economy,590.85,11817,Boeing 737 MAX
Vistara,Ho Chi Minh City,7:50,Venice,Economy,89.15,1783,ATR 72
Qatar Airways,Athens,8:20,New York,First,2716.0,13580,Embraer E190
Southwest Airlines,Barcelona,9:30,Sydney,Business,850.8,8508,Boeing 747
SAS Scandinavian Airlines,Jakarta,9:50,Munich,Business,214.3,2143,Boeing 777
Turkish Airlines,Jakarta,12:10,Nairobi,First,638.8,3194,Boeing 787-10
X-Express,Dublin,5:00,Vancouver,Business,1308.2,13082,Boeing 757
Qantas,Manila,6:10,Beijing,Business,625.9,6259,De Havilland Dash 8
Japan Airlines,Abu Dhabi,4:40,Mumbai,Economy,292.65,5853,Boeing 787
Easy Jet,Kolkata,7:00,Doha,First,1508.2,7541,Airbus A319
Japan Airlines,Kuala Lumpur,6:10,Oslo,Economy,496.05,9921,Airbus A330
Iberia Airlines,Hong Kong,9:20,Mumbai,Economy,659.75,13195,Airbus A220
Air International,Kolkata,2:10,Lyon,Business,1097.8,10978,McDonnell Douglas MD-80
Swiss International Air Lines,Delhi,5:40,Venice,Business,631.2,6312,Boeing 737
Space Jet,Bangkok,3:00,Helsinki,Economy,553.75,11075,Boeing 787
Star Lines,Istanbul,9:20,Moscow,Business,1474.6,14746,Airbus A321
Swiss International Air Lines,Cairo,12:10,Madrid,Business,448.5,4485,Airbus A320
Korean Air,Barcelona,3:20,Reykjavik,First,213.0,1065,Airbus A330
Virgin Atlantic,Melbourne,5:20,Reykjavik,First,1757.6,8788,Boeing 777X
Malaysia Airlines,Istanbul,2:30,Los Angeles,Economy,719.9,14398,Boeing 787
Iberia Airlines,Kolkata,10:00,Milan,First,1931.6,9658,Airbus A321
Air France,Delhi,8:50,Toronto,First,1564.8,7824,Embraer E190
Cathay Pacific,Oslo,10:40,Mumbai,Economy,226.2,4524,Airbus A220
Korean Air,Paris,4:00,Brussels,Business,1348.1,13481,Boeing 747
Easy Jet,Beijing,2:40,Buenos Aires,Business,564.1,5641,Boeing 777
Go First,Nairobi,5:10,Madrid,First,764.4,3822,Airbus A321
Korean Air,Sydney,6:30,Manila,Business,1357.8,13578,Airbus A380
SAS Scandinavian Airlines,Brazil,6:00,Brussels,Economy,718.95,14379,McDonnell Douglas MD-11
Air France,Lisbon,1:00,Ho Chi Minh City,First,1653.8,8269,Airbus A350
Alaska Airlines,Seoul,9:10,Mumbai,First,2868.0,14340,Airbus A320
Easy Jet,Amsterdam,4:00,Athens,Business,489.0,4890,Airbus A330
Malaysia Airlines,Ho Chi Minh City,8:40,Los Angeles,Economy,503.95,10079,Boeing 787
Etihad Airways,Abu Dhabi,12:50,Mumbai,First,1430.4,7152,Bombardier CRJ
Airlines,New York,7:30,Sydney,First,714.0,3570,Airbus A350
French Bee,Hanoi,5:50,Dubai,Economy,152.95,3059,Boeing 777X
Gulf Air,Manila,5:00,Jakarta,Economy,492.7,9854,Airbus A380
Indigoo,Brisbane,11:30,Stockholm,First,705.8,3529,Boeing 767
Royal Jordanian,Doha,11:50,Munich,Economy,221.5,4430,Airbus A330neo
Vistara,Madrid,4:00,Toronto,Business,1373.1,13731,Boeing 737
Easy Jet,Los Angeles,8:40,Venice,Business,333.7,3337,Boeing 767
Swiss International Air Lines,Johannesburg,1:30,Dhaka,First,2634.2,13171,ATR 72
Air Asia,Melbourne,2:20,Moscow,Economy,221.35,4427,Boeing 747
Singapore Airlines,Sao Paulo,4:50,Doha,Business,1027.8,10278,Boeing 767
Cathay Pacific,Beijing,3:30,Vienna,Business,1418.1,14181,ATR 72
Korean Air,Dublin,1:30,Sydney,First,2111.2,10556,Boeing 777X
Iberia Airlines,Los Angeles,7:50,Vancouver,Business,1098.4,10984,Airbus A350
Korean Air,Tokyo,2:30,Barcelona,First,368.6,1843,Boeing 787
Japan Airlines,Seoul,6:30,Miami,Economy,187.7,3754,Airbus A220
Asian Airlines,New York,8:10,Munich,Economy,316.6,6332,Airbus A380
Lufthansa,Tokyo,11:50,Bangkok,First,1662.8,8314,Boeing 777X
Air International,London,7:40,Zurich,Economy,530.85,10617,Boeing 787-10
Cathay Pacific,Abu Dhabi,7:50,Geneva,Economy,745.75,14915,Bombardier CRJ
SAS Scandinavian Airlines,Mumbai,6:20,Budapest,Business,1310.7,13107,Boeing 787-10
Qantas,Mumbai,8:40,Mumbai,First,1575.0,7875,Boeing 737
Gulf Air,Amsterdam,5:50,Zurich,First,1383.8,6919,Airbus A220
Etihad Airways,Amsterdam,9:10,Budapest,First,1416.2,7081,Boeing 757
Easy Jet,Chennai,10:10,Zurich,Business,502.8,5028,Boeing 757
Vistara,Johannesburg,11:50,Paris,Business,1246.2,12462,Boeing 737 MAX
Malaysia Airlines,Doha,3:10,Dublin,First,1944.8,9724,Boeing 737 MAX
Go First,Oslo,3:50,Kuala Lumpur,First,104.4,522,Embraer E190
Lufthansa,Rome,10:30,Oslo,First,2963.4,14817,Boeing 777
Singapore Airlines,Tokyo,1:20,Chicago,Economy,201.1,4022,Airbus A330neo
Star Lines,Buenos Aires,2:40,Milan,First,2696.2,13481,De Havilland Dash 8
Lufthansa,Ho Chi Minh City,11:30,Oslo,Economy,250.4,5008,Airbus A320
Air Asia,Los Angeles,4:30,Paris,First,818.4,4092,ATR 72
Airlines,Kolkata,11:50,Oslo,Economy,741.9,14838,McDonnell Douglas MD-80
LATAM Airlines,Barcelona,9:40,Rio de Janeiro,Business,172.5,1725,Airbus A380
Air Canada,Johannesburg,3:50,Doha,First,168.6,843,McDonnell Douglas MD-80
Aeroflot,Oslo,9:40,Berlin,Business,1203.4,12034,Boeing 747
Iberia Airlines,Brazil,12:50,Paris,Business,715.1,7151,Boeing 757
Air International,Paris,9:10,Manchester,First,2610.0,13050,Boeing 787-10
American Airlines,Stockholm,6:20,Chicago,First,2254.2,11271,Boeing 777X
Etihad Airways,Lisbon,7:00,Nairobi,First,644.0,3220,Boeing 787
Qantas,Delhi,8:50,Abu Dhabi,First,2360.6,11803,Embraer E190
Asian Airlines,London,8:10,Kuala Lumpur,First,374.2,1871,Embraer E190
