text,label,relationship_stage,medium,trigger
Want to join me for talk?,2,early_dating,email,happiness
Give me some time to think.,3,early_dating,in_person,happiness
You seem really interested in vibe.,5,committed,text,happiness
I’m not sure if I’m doing this right. Can you {support_action} me?,7,long_distance,email,milestone
Can we talk my feelings?,7,breaking_up,phone,milestone
You always blaming me to manipulate me.,0,committed,in_person,happiness
"I’m excited about our future, but I need you to {positive_action} more. 😊",8,early_dating,in_person,separation
You’re spending too much time chill with them.,5,married,phone,milestone
"I’m amazing about our love, but I need more babe communication. 💕",8,long_distance,text,happiness
"I want to create, but I need some world time to reflect. 🕰️",8,married,phone,milestone
I trust you with my deepest fears. Can we talk?,7,early_dating,phone,happiness
Can we just chill and forget this secrets?,6,long_distance,in_person,happiness
I’m willing to listen and {compromise_action}.,6,long_distance,email,conflict
Being with you feels safe.,4,early_dating,text,happiness
"You’re my babe, but I’m hurt about this. 😔",8,long_distance,text,milestone
You’re my joy and always will be.,4,early_dating,email,separation
I don’t like the way you catch up with them.,5,early_dating,in_person,separation
Why are we always disagreeing?,1,breaking_up,in_person,conflict
I feel vulnerable when you catch up.,7,breaking_up,phone,happiness
I’m only happy when you step up.,0,early_dating,phone,stress
"I cherish you, but why do you keep blaming me? 😕",8,long_distance,email,conflict
What’s new with your week?,2,married,in_person,stress
"You’re my world, always.I’m special with you by my side.",4,early_dating,in_person,conflict
I feel exposed when we build.,7,committed,email,stress
Let’s catch up and see what happens.,2,married,phone,conflict
Can we discuss this calmly?,6,breaking_up,in_person,milestone
You make every moment special.,4,married,text,happiness
I’m uncomfortable with you talk with them.,5,breaking_up,phone,separation
Let’s not fighting about this now.,3,committed,text,conflict
"Yo, how’s your day going?",2,long_distance,in_person,happiness
"I’m happy about our future, but I need you to {positive_action} more. 🌟",8,breaking_up,in_person,milestone
You make my mi amor so beautiful.,4,committed,in_person,milestone
"I love you, but I’m frustrated with your attitude. 😤",8,committed,phone,milestone
I can’t get enough of you for who you are.,4,married,text,separation
I want us to be happy together.,6,early_dating,text,happiness
Can we talk this like adults?,6,married,phone,milestone
Want to meet up soon?,2,married,in_person,conflict
You make my everything so special.,4,long_distance,email,milestone
I’m uncomfortable with you meet up with them.,5,breaking_up,phone,milestone
I don’t like it when you hang out with others.,5,married,email,milestone
Why were you meet up with them? Am I not enough?,5,breaking_up,in_person,separation
"I can’t get enough of our time together, but I need some world space. 🤗",8,committed,phone,milestone
I’m incredible when we’re together.,4,breaking_up,phone,conflict
You’re so distant when you don’t get your way.,0,long_distance,phone,happiness
"Let’s meet up this weekend, cool?",2,long_distance,in_person,separation
I’m opening up to you because I trust you.,7,married,phone,separation
I don’t want to fighting anymore.,1,married,text,happiness
You always lying to get your way.,0,breaking_up,phone,conflict
Your hiding things is causing so much stress.,1,breaking_up,email,conflict
I deserve better than your secrets.,0,breaking_up,phone,milestone
I’m feeling overwhelmed about this.,3,early_dating,text,milestone
I don’t like it when you catch up with others.,5,breaking_up,email,happiness
You keep shutting down and it’s annoying.,1,married,email,separation
You never respect my perspective.,1,married,text,stress
"I want to spend, but I need some everything time to think. 🕰️",8,early_dating,email,stress
I need you to know how I really feel.,7,married,text,stress
I’m trying to be honest with you.,7,breaking_up,phone,happiness
Can we chill another time?,3,married,text,happiness
I don’t like the way you chat with them.,5,committed,email,separation
"I want to build with you, but I need you to understand my betrayed. 💔",8,breaking_up,text,milestone
I need a break from {topic}.,3,married,in_person,stress
I’m not ready for listen to.,3,breaking_up,text,stress
You’re so annoying when you don’t get your way.,0,committed,in_person,happiness
Let’s build and move forward.,6,breaking_up,text,milestone
Why can’t you just change for once?,0,breaking_up,in_person,milestone
I’m worried about our memories. Can we chat?,7,long_distance,text,milestone
"I love you, and I don’t want this {conflict_noun} to ruin our relationship.",6,long_distance,phone,stress
Give me some space to think about {topic}.,3,breaking_up,text,milestone
I don’t like it when you talk with others.,5,long_distance,email,happiness
We can’t keep having these {conflict_noun} fights.,1,early_dating,phone,stress
We can’t keep having these {conflict_noun} fights.,1,long_distance,in_person,conflict
You’re making me feel angry on purpose.,0,breaking_up,in_person,separation
"I’m special about our relationship, but I need more joy effort. 💪",8,committed,email,conflict
I’m afraid of being hurt. Can you {reassure_action} me?,7,committed,email,conflict
I’m just not in the mood to discuss rn.,3,early_dating,phone,conflict
You need to do what I say or else.,0,long_distance,email,milestone
You need to step up to prove your love.,0,breaking_up,email,stress
You need to stop shutting down now.,1,early_dating,phone,separation
Are you free to chill?,2,early_dating,in_person,conflict
I’m afraid of being hurt. Can you {reassure_action} me?,7,breaking_up,phone,happiness
Why can’t you just {positive_action} for once?,1,married,text,stress
I’m sorry about earlier. Let’s share and move on.,6,early_dating,text,happiness
I’m not ready to talk yet.,3,breaking_up,in_person,stress
I don’t want to bickering anymore.,1,early_dating,text,stress
You make my everything so perfect.,4,early_dating,in_person,conflict
Do you want to talk with me?,2,early_dating,email,separation
You’re always hiding things and it’s exhausting.,1,breaking_up,phone,milestone
"You’re my world, but I’m hurt about this. 😔",8,breaking_up,email,milestone
You only {positive_action} when it benefits you.,0,early_dating,text,milestone
You’re spending too much time hang out with them.,5,long_distance,text,stress
I’m worried about our love. Can we chat?,7,breaking_up,text,milestone
I feel vulnerable when you meet up.,7,long_distance,phone,milestone
"If you loved me, you’d do this.",0,breaking_up,email,separation
I feel threatened by your hang out with them.,5,committed,in_person,separation
I trust you with my deepest fears. Can we catch up?,7,committed,phone,milestone
"Let’s chill this weekend, cool?",2,long_distance,phone,happiness
I don’t want to lose you. Let’s hash out this.,6,long_distance,phone,happiness
You bring future to my life.,4,married,in_person,conflict
This games is tearing us apart.,1,early_dating,text,separation
I’m feeling overwhelmed by {topic}.,3,committed,text,conflict
You always blaming me to get what you want.,0,early_dating,phone,conflict
I’m scared to share my true feelings. Will you {listen_action}?,7,long_distance,in_person,happiness
I’m so grateful with you in my life.,4,long_distance,phone,happiness
What’s up with schedule?,2,early_dating,email,stress
How was your mood today?,2,breaking_up,email,happiness
"You’re my future, always.I’m incredible with you by my side.",4,breaking_up,phone,stress
Why are you catch up with them and not me?,5,married,text,separation
Why do you always have to fighting like this?,1,long_distance,phone,happiness
"I dream you, but I’m frustrated about our behavior issues., 😢",8,early_dating,text,stress
You need to stop fighting now.,1,breaking_up,email,stress
I’m not ready for listen to.,3,long_distance,phone,conflict
How was your plan today?,2,committed,email,happiness
Want to catch up soon?,2,early_dating,text,conflict
Why can’t you just fix this for once?,0,early_dating,text,milestone
"You’re my joy, but I’m ignored about this situation. 😩",8,long_distance,phone,milestone
"I want to spend with you, but I need some joy honesty. 💯",8,committed,email,stress
Why do you talk with them so much?,5,committed,phone,separation
How’s your day going with plan?,2,married,email,milestone
I don’t trust you when you hiding things.,0,early_dating,email,conflict
