id,text,label,Location,Purchase Frequency,Preferred Category,Loyalty Status,Device Used,Subscription Status,Feedback Sentiment Score,Days Since Last Purchase
7448,Not worth the money. Save your cash.,Negative,Chicago,Low,Clothing,Regular,Desktop,Yes,-0.71,11
7449,"It works fine, nothing special though.",Neutral,New York,Medium,Home Goods,New,Desktop,No,-0.13,9
7450,Great service and fast shipping!,Positive,Houston,Medium,Books,Regular,Desktop,Yes,0.62,1
7451,The product is amazing! Highly recommend it.,Negative,Philadelphia,High,Electronics,Occasional,Desktop,Yes,-0.71,44
7452,"Terrible quality, would not buy again.",Neutral,Philadelphia,High,Clothing,Regular,Desktop,No,-0.04,35
7453,"It's okay, but could be better.",Positive,Chicago,Medium,Electronics,New,Desktop,Yes,0.77,84
7454,Best purchase ever! Love the features.,Negative,Philadelphia,Medium,Electronics,Occasional,Tablet,Yes,-0.87,51
7455,"The delivery was late, and the item was damaged.",Neutral,Houston,Low,Home Goods,Regular,Tablet,No,-0.01,8
7456,Decent product for the price.,Positive,New York,Low,Clothing,Occasional,Mobile,Yes,0.57,71
7457,Absolutely love this! Worth every penny.,Negative,Chicago,Medium,Toys,Regular,Tablet,No,-0.98,37
7458,Not worth the money. Save your cash.,Neutral,Philadelphia,Medium,Electronics,Regular,Mobile,Yes,0.18,84
7459,"It works fine, nothing special though.",Positive,Philadelphia,Low,Clothing,Regular,Tablet,Yes,0.86,5
7460,Great service and fast shipping!,Negative,Houston,Medium,Electronics,Regular,Tablet,Yes,-0.75,76
7461,The product is amazing! Highly recommend it.,Neutral,Phoenix,Medium,Books,New,Desktop,No,0.02,21
7462,"Terrible quality, would not buy again.",Positive,Phoenix,Low,Books,Occasional,Tablet,Yes,0.76,84
7463,"It's okay, but could be better.",Negative,San Antonio,Medium,Clothing,Regular,Tablet,Yes,-0.55,5
7464,Best purchase ever! Love the features.,Neutral,Philadelphia,Low,Home Goods,Regular,Tablet,Yes,0.11,23
7465,"The delivery was late, and the item was damaged.",Positive,New York,Medium,Toys,Regular,Desktop,Yes,0.66,57
7466,Decent product for the price.,Negative,Chicago,High,Books,Regular,Desktop,No,-0.89,71
7467,Absolutely love this! Worth every penny.,Neutral,Philadelphia,Medium,Home Goods,Occasional,Tablet,Yes,-0.17,65
7468,Not worth the money. Save your cash.,Positive,Los Angeles,High,Toys,Regular,Mobile,No,0.57,25
7469,"It works fine, nothing special though.",Negative,Chicago,Low,Books,Occasional,Tablet,Yes,-0.75,19
7470,Great service and fast shipping!,Neutral,San Antonio,Medium,Toys,Occasional,Desktop,Yes,-0.12,2
7471,The product is amazing! Highly recommend it.,Positive,Phoenix,Medium,Sports,Regular,Desktop,Yes,0.66,12
7472,"Terrible quality, would not buy again.",Negative,Philadelphia,Medium,Electronics,New,Mobile,No,-0.93,42
7473,"It's okay, but could be better.",Neutral,Houston,High,Clothing,Regular,Desktop,Yes,0.17,25
7474,Best purchase ever! Love the features.,Positive,Los Angeles,Medium,Books,Regular,Desktop,No,0.52,96
7475,"The delivery was late, and the item was damaged.",Negative,Philadelphia,Medium,Books,Regular,Tablet,Yes,-0.82,48
7476,Decent product for the price.,Neutral,San Antonio,Low,Electronics,Regular,Mobile,No,-0.1,82
7477,Absolutely love this! Worth every penny.,Positive,New York,Medium,Books,Regular,Desktop,No,0.5,31
7478,Not worth the money. Save your cash.,Negative,Los Angeles,Medium,Books,Regular,Desktop,Yes,-0.54,58
7479,"It works fine, nothing special though.",Neutral,San Antonio,Medium,Sports,New,Tablet,Yes,-0.07,61
7480,Great service and fast shipping!,Positive,Philadelphia,High,Books,Occasional,Tablet,No,0.75,44
7481,The product is amazing! Highly recommend it.,Negative,New York,Low,Books,Occasional,Tablet,Yes,-0.71,9
7482,"Terrible quality, would not buy again.",Neutral,Los Angeles,Medium,Books,Occasional,Tablet,Yes,0.04,21
7483,"It's okay, but could be better.",Positive,New York,Medium,Home Goods,Occasional,Mobile,Yes,0.73,54
7484,Best purchase ever! Love the features.,Negative,New York,High,Books,Regular,Tablet,Yes,-0.7,71
7485,"The delivery was late, and the item was damaged.",Neutral,Los Angeles,High,Electronics,Regular,Mobile,Yes,0.1,13
7486,Decent product for the price.,Positive,Los Angeles,Medium,Sports,Regular,Desktop,Yes,0.98,84
7487,Absolutely love this! Worth every penny.,Negative,New York,Low,Books,Occasional,Desktop,Yes,-0.67,13
7488,Not worth the money. Save your cash.,Neutral,San Antonio,Medium,Toys,Regular,Tablet,Yes,-0.02,52
7489,"It works fine, nothing special though.",Positive,Phoenix,Medium,Sports,Regular,Tablet,Yes,0.72,28
7490,Great service and fast shipping!,Negative,Los Angeles,High,Sports,Regular,Tablet,Yes,-0.65,89
7491,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Medium,Toys,Regular,Desktop,Yes,0.05,46
7492,"Terrible quality, would not buy again.",Positive,Chicago,Medium,Electronics,Regular,Desktop,No,0.71,48
7493,"It's okay, but could be better.",Negative,Houston,Medium,Home Goods,Regular,Desktop,No,-0.83,90
7494,Best purchase ever! Love the features.,Neutral,New York,Medium,Electronics,Regular,Mobile,No,0.2,97
7495,"The delivery was late, and the item was damaged.",Positive,New York,High,Home Goods,Regular,Desktop,Yes,0.88,40
7496,Decent product for the price.,Negative,Houston,Low,Clothing,Regular,Tablet,Yes,-0.9,54
7497,Absolutely love this! Worth every penny.,Neutral,Phoenix,Medium,Toys,Regular,Mobile,No,-0.08,27
7498,Not worth the money. Save your cash.,Positive,Houston,High,Sports,Regular,Mobile,No,0.95,79
7499,"It works fine, nothing special though.",Negative,Los Angeles,Low,Sports,Occasional,Mobile,Yes,-0.67,3
7500,Great service and fast shipping!,Neutral,Houston,Medium,Sports,Regular,Desktop,No,-0.08,93
7501,The product is amazing! Highly recommend it.,Positive,New York,Medium,Toys,Regular,Desktop,Yes,0.68,95
7502,"Terrible quality, would not buy again.",Negative,Houston,Medium,Toys,Regular,Desktop,No,-0.81,59
7503,"It's okay, but could be better.",Neutral,Chicago,Low,Home Goods,Regular,Desktop,No,-0.13,18
7504,Best purchase ever! Love the features.,Positive,Philadelphia,Medium,Sports,Regular,Tablet,Yes,0.76,24
7505,"The delivery was late, and the item was damaged.",Negative,Los Angeles,Medium,Electronics,New,Mobile,Yes,-0.62,61
7506,Decent product for the price.,Neutral,Houston,Low,Home Goods,New,Mobile,Yes,0.03,57
7507,Absolutely love this! Worth every penny.,Positive,New York,Medium,Sports,Regular,Mobile,Yes,0.83,44
7508,Not worth the money. Save your cash.,Negative,San Antonio,Low,Toys,Occasional,Mobile,Yes,-0.7,47
7509,"It works fine, nothing special though.",Neutral,Philadelphia,Medium,Toys,Regular,Mobile,No,-0.18,72
7510,Great service and fast shipping!,Positive,Los Angeles,High,Toys,Regular,Tablet,No,0.59,93
7511,The product is amazing! Highly recommend it.,Negative,New York,Low,Sports,Occasional,Tablet,No,-0.82,37
7512,"Terrible quality, would not buy again.",Neutral,Phoenix,Low,Toys,Regular,Mobile,No,0.16,37
7513,"It's okay, but could be better.",Positive,Chicago,High,Clothing,Occasional,Mobile,Yes,0.67,73
7514,Best purchase ever! Love the features.,Negative,Phoenix,Medium,Toys,Occasional,Desktop,No,-0.84,45
7515,"The delivery was late, and the item was damaged.",Neutral,Chicago,Low,Sports,Occasional,Mobile,No,-0.17,30
7516,Decent product for the price.,Positive,Houston,Medium,Home Goods,New,Tablet,No,0.99,15
7517,Absolutely love this! Worth every penny.,Negative,Los Angeles,Low,Toys,Occasional,Desktop,Yes,-0.61,76
7518,Not worth the money. Save your cash.,Neutral,Houston,Low,Books,Occasional,Tablet,No,0.11,27
7519,"It works fine, nothing special though.",Positive,Chicago,High,Clothing,Regular,Desktop,No,0.69,47
7520,Great service and fast shipping!,Negative,Chicago,Medium,Sports,Regular,Desktop,Yes,-0.96,47
7521,The product is amazing! Highly recommend it.,Neutral,Chicago,Medium,Toys,Occasional,Mobile,Yes,-0.09,31
7522,"Terrible quality, would not buy again.",Positive,Philadelphia,Low,Books,New,Tablet,No,0.93,77
7523,"It's okay, but could be better.",Negative,New York,Low,Sports,Occasional,Tablet,Yes,-0.91,15
7524,Best purchase ever! Love the features.,Neutral,Los Angeles,High,Home Goods,New,Mobile,Yes,0.16,54
7525,"The delivery was late, and the item was damaged.",Positive,Houston,Low,Clothing,Regular,Desktop,Yes,0.77,69
7526,Decent product for the price.,Negative,Houston,Medium,Toys,Regular,Desktop,No,-0.64,42
7527,Absolutely love this! Worth every penny.,Neutral,Phoenix,Low,Home Goods,Regular,Tablet,No,-0.02,62
7528,Not worth the money. Save your cash.,Positive,Chicago,Medium,Sports,Occasional,Mobile,No,0.97,25
7529,"It works fine, nothing special though.",Negative,San Antonio,Low,Books,Occasional,Mobile,Yes,-0.88,12
7530,Great service and fast shipping!,Neutral,Chicago,Medium,Sports,Regular,Tablet,No,0.03,9
7531,The product is amazing! Highly recommend it.,Positive,Chicago,High,Sports,New,Desktop,Yes,0.53,90
7532,"Terrible quality, would not buy again.",Negative,San Antonio,Medium,Clothing,Occasional,Desktop,No,-0.76,37
7533,"It's okay, but could be better.",Neutral,Houston,Low,Toys,Occasional,Mobile,No,0.19,9
7534,Best purchase ever! Love the features.,Positive,Phoenix,Medium,Home Goods,Occasional,Desktop,Yes,0.54,69
7535,"The delivery was late, and the item was damaged.",Negative,New York,Low,Clothing,Regular,Desktop,Yes,-0.75,55
7536,Decent product for the price.,Neutral,San Antonio,Medium,Books,Occasional,Desktop,Yes,0.04,46
7537,Absolutely love this! Worth every penny.,Positive,Philadelphia,Medium,Toys,Regular,Tablet,Yes,0.97,71
7538,Not worth the money. Save your cash.,Negative,Los Angeles,Low,Clothing,Regular,Mobile,No,-0.85,41
7539,"It works fine, nothing special though.",Neutral,San Antonio,Medium,Books,Occasional,Tablet,Yes,0.0,95
7540,Great service and fast shipping!,Positive,New York,Medium,Books,New,Tablet,Yes,0.99,7
7541,The product is amazing! Highly recommend it.,Negative,Houston,High,Home Goods,Occasional,Desktop,No,-0.62,5
7542,"Terrible quality, would not buy again.",Neutral,Philadelphia,Medium,Sports,Occasional,Mobile,Yes,0.12,52
7543,"It's okay, but could be better.",Positive,Philadelphia,Low,Books,Occasional,Desktop,No,0.89,81
7544,Best purchase ever! Love the features.,Negative,Philadelphia,Medium,Books,Regular,Mobile,No,-0.74,75
7545,"The delivery was late, and the item was damaged.",Neutral,Chicago,Medium,Sports,New,Desktop,Yes,-0.03,37
7546,Decent product for the price.,Positive,Los Angeles,Medium,Electronics,Occasional,Mobile,No,0.63,60
7547,Absolutely love this! Worth every penny.,Negative,Houston,Medium,Books,Regular,Mobile,No,-0.77,36
7548,Not worth the money. Save your cash.,Neutral,Houston,Medium,Toys,Regular,Desktop,No,-0.19,91
7549,"It works fine, nothing special though.",Positive,Philadelphia,Low,Clothing,Regular,Desktop,Yes,0.55,1
7550,Great service and fast shipping!,Negative,Houston,Low,Sports,Regular,Tablet,Yes,-0.86,1
7551,The product is amazing! Highly recommend it.,Neutral,Los Angeles,Medium,Sports,Regular,Tablet,Yes,-0.07,78
7552,"Terrible quality, would not buy again.",Positive,Los Angeles,Medium,Sports,Regular,Mobile,Yes,0.85,60
7553,"It's okay, but could be better.",Negative,Phoenix,High,Toys,Occasional,Desktop,No,-0.91,92
7554,Best purchase ever! Love the features.,Neutral,San Antonio,Medium,Sports,Occasional,Desktop,Yes,0.12,41
7555,"The delivery was late, and the item was damaged.",Positive,San Antonio,High,Toys,Occasional,Tablet,Yes,0.9,65
7556,Decent product for the price.,Negative,Phoenix,High,Home Goods,Regular,Desktop,Yes,-0.71,8
7557,Absolutely love this! Worth every penny.,Neutral,New York,High,Electronics,Occasional,Mobile,Yes,-0.0,41
7558,Not worth the money. Save your cash.,Positive,San Antonio,Low,Sports,Regular,Mobile,Yes,0.73,47
7559,"It works fine, nothing special though.",Negative,Los Angeles,High,Electronics,Occasional,Mobile,Yes,-0.79,90
7560,Great service and fast shipping!,Neutral,Los Angeles,Low,Sports,Regular,Tablet,No,-0.16,36
7561,The product is amazing! Highly recommend it.,Positive,San Antonio,Low,Toys,Occasional,Mobile,Yes,0.83,93
7562,"Terrible quality, would not buy again.",Negative,Los Angeles,Medium,Clothing,Regular,Tablet,Yes,-0.71,4
7563,"It's okay, but could be better.",Neutral,Phoenix,Low,Electronics,Occasional,Tablet,Yes,-0.19,42
7564,Best purchase ever! Love the features.,Positive,Philadelphia,Low,Electronics,New,Mobile,Yes,0.6,2
7565,"The delivery was late, and the item was damaged.",Negative,Philadelphia,Low,Toys,Occasional,Tablet,No,-0.78,94
7566,Decent product for the price.,Neutral,Houston,Low,Electronics,Regular,Tablet,No,0.16,47
7567,Absolutely love this! Worth every penny.,Positive,Philadelphia,Medium,Home Goods,Regular,Mobile,Yes,1.0,20
7568,Not worth the money. Save your cash.,Negative,Chicago,Low,Toys,New,Mobile,No,-0.62,30
7569,"It works fine, nothing special though.",Neutral,Phoenix,Medium,Electronics,Occasional,Tablet,No,0.1,82
7570,Great service and fast shipping!,Positive,Los Angeles,High,Electronics,New,Tablet,Yes,0.71,30
7571,The product is amazing! Highly recommend it.,Negative,San Antonio,Medium,Electronics,Regular,Desktop,Yes,-0.71,99
7572,"Terrible quality, would not buy again.",Neutral,Philadelphia,Medium,Toys,New,Mobile,Yes,-0.11,1
7573,"It's okay, but could be better.",Positive,Phoenix,High,Clothing,New,Desktop,No,0.87,58
7574,Best purchase ever! Love the features.,Negative,Philadelphia,Low,Books,Occasional,Tablet,Yes,-0.97,67
7575,"The delivery was late, and the item was damaged.",Neutral,New York,Medium,Sports,Regular,Desktop,Yes,-0.03,23
7576,Decent product for the price.,Positive,Los Angeles,High,Electronics,Occasional,Tablet,Yes,0.92,45
7577,Absolutely love this! Worth every penny.,Negative,New York,High,Books,New,Desktop,No,-0.51,22
7578,Not worth the money. Save your cash.,Neutral,Los Angeles,Medium,Books,New,Tablet,Yes,0.08,49
7579,"It works fine, nothing special though.",Positive,Phoenix,Low,Electronics,Regular,Tablet,No,0.6,48
7580,Great service and fast shipping!,Negative,Houston,High,Electronics,Regular,Tablet,Yes,-0.71,63
7581,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Low,Sports,New,Mobile,No,0.02,48
7582,"Terrible quality, would not buy again.",Positive,Philadelphia,Medium,Books,Occasional,Tablet,Yes,0.98,44
7583,"It's okay, but could be better.",Negative,Chicago,Medium,Clothing,New,Mobile,No,-0.58,51
7584,Best purchase ever! Love the features.,Neutral,San Antonio,Medium,Books,New,Tablet,No,-0.18,62
7585,"The delivery was late, and the item was damaged.",Positive,New York,Medium,Clothing,New,Desktop,Yes,0.61,79
7586,Decent product for the price.,Negative,Philadelphia,High,Home Goods,Regular,Tablet,Yes,-0.58,41
7587,Absolutely love this! Worth every penny.,Neutral,Phoenix,Medium,Clothing,Regular,Tablet,No,0.19,80
7588,Not worth the money. Save your cash.,Positive,Houston,Low,Sports,Regular,Desktop,Yes,0.65,27
7589,"It works fine, nothing special though.",Negative,San Antonio,Medium,Toys,New,Tablet,No,-0.65,96
7590,Great service and fast shipping!,Neutral,Phoenix,Medium,Electronics,Occasional,Tablet,Yes,-0.08,98
7591,The product is amazing! Highly recommend it.,Positive,New York,Medium,Home Goods,Regular,Tablet,Yes,0.52,57
7592,"Terrible quality, would not buy again.",Negative,Chicago,High,Books,Regular,Desktop,Yes,-0.59,42
7593,"It's okay, but could be better.",Neutral,Philadelphia,High,Clothing,Regular,Tablet,Yes,0.1,12
7594,Best purchase ever! Love the features.,Positive,Phoenix,Medium,Home Goods,New,Mobile,Yes,0.53,82
7595,"The delivery was late, and the item was damaged.",Negative,San Antonio,Low,Toys,Occasional,Mobile,No,-0.93,82
7596,Decent product for the price.,Neutral,Los Angeles,Medium,Clothing,Occasional,Mobile,No,0.2,60
7597,Absolutely love this! Worth every penny.,Positive,Houston,High,Sports,Regular,Mobile,No,0.83,64
7598,Not worth the money. Save your cash.,Negative,San Antonio,Medium,Books,New,Desktop,Yes,-0.6,4
7599,"It works fine, nothing special though.",Neutral,Phoenix,High,Books,Regular,Tablet,No,-0.04,98
7600,Great service and fast shipping!,Positive,Houston,Medium,Clothing,Occasional,Mobile,Yes,0.76,39
7601,The product is amazing! Highly recommend it.,Negative,Philadelphia,Medium,Toys,Regular,Tablet,Yes,-0.69,19
7602,"Terrible quality, would not buy again.",Neutral,Los Angeles,Medium,Electronics,Regular,Tablet,Yes,0.12,62
7603,"It's okay, but could be better.",Positive,Chicago,Medium,Electronics,Regular,Desktop,No,0.67,45
7604,Best purchase ever! Love the features.,Negative,San Antonio,High,Books,Occasional,Tablet,No,-0.66,61
7605,"The delivery was late, and the item was damaged.",Neutral,Chicago,Low,Toys,Occasional,Mobile,Yes,0.11,31
7606,Decent product for the price.,Positive,Los Angeles,Low,Books,Regular,Mobile,Yes,0.9,49
7607,Absolutely love this! Worth every penny.,Negative,Houston,Medium,Electronics,Regular,Desktop,Yes,-0.75,31
7608,Not worth the money. Save your cash.,Neutral,Philadelphia,Low,Books,New,Mobile,Yes,-0.01,42
7609,"It works fine, nothing special though.",Positive,Phoenix,Medium,Clothing,Regular,Mobile,Yes,0.55,48
7610,Great service and fast shipping!,Negative,Los Angeles,Low,Sports,Regular,Desktop,Yes,-0.75,20
7611,The product is amazing! Highly recommend it.,Neutral,New York,Low,Clothing,Occasional,Desktop,Yes,0.08,84
7612,"Terrible quality, would not buy again.",Positive,Houston,Medium,Sports,New,Mobile,No,0.96,96
7613,"It's okay, but could be better.",Negative,Chicago,Medium,Toys,Regular,Desktop,Yes,-0.94,20
7614,Best purchase ever! Love the features.,Neutral,San Antonio,Low,Electronics,New,Desktop,Yes,0.19,16
7615,"The delivery was late, and the item was damaged.",Positive,Los Angeles,Low,Toys,Regular,Mobile,Yes,0.62,57
7616,Decent product for the price.,Negative,Chicago,Low,Toys,Regular,Mobile,Yes,-0.91,19
7617,Absolutely love this! Worth every penny.,Neutral,Houston,Medium,Electronics,Regular,Desktop,No,-0.15,95
